;Date;No_cases;Workplace;Events;Daycare;Higher Education;Secondary Education;Primary Education;Restaurants/Cafes;Transport;Entertainment;Sports;Indoor;Masks;MassGather50;MassGatherAll;Shops;Outdoor;Religion;Gatherings;Stayhome;Telework;Prikken;Rolling_R;perc_randstad;perc_under_30;perc_M
49;2020-04-14;0.03888977254652457;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8092539662987048;0.4601226993865031;0.1656441717791411;0.21881390593047034
50;2020-04-15;0.05296643868299666;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.7956870178781495;0.4924924924924925;0.12012012012012012;0.25975975975975973
51;2020-04-16;0.03849212661046604;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.7826798431700231;0.48760330578512395;0.11570247933884298;0.3119834710743802
52;2020-04-17;0.03372037537776364;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.7708491056864109;0.4716981132075472;0.12735849056603774;0.30660377358490565
53;2020-04-18;0.030141561953236837;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.761235074724973;0.48812664907651715;0.1662269129287599;0.24802110817941952
54;2020-04-19;0.03173214569747097;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.7547168031376644;0.5213032581453634;0.13784461152882205;0.24561403508771928
55;2020-04-20;0.025926515031016385;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.7531253583426382;0.5337423312883436;0.17791411042944785;0.3128834355828221
56;2020-04-21;0.021950055670431047;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.7574169730018426;0.4420289855072464;0.13768115942028986;0.30434782608695654
57;2020-04-22;0.029425799268331478;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.7678695993526763;0.4864864864864865;0.12702702702702703;0.32432432432432434
58;2020-04-23;0.027517098775250517;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.7816473829493772;0.5057803468208093;0.16184971098265896;0.2947976878612717
59;2020-04-24;0.023461110227453476;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.796657848010135;0.576271186440678;0.12542372881355932;0.2542372881355932
60;2020-04-25;0.019802767615714967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8097165288951274;0.5100401606425703;0.13654618473895583;0.3092369477911647
61;2020-04-26;0.02338158104024177;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8181398239897402;0.5476190476190477;0.11224489795918367;0.2857142857142857
62;2020-04-27;0.01853030062032766;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8233117631711624;0.47639484978540775;0.1630901287553648;0.30042918454935624
63;2020-04-28;0.019087004930809608;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8250111611014664;0.4791666666666667;0.1375;0.3333333333333333
64;2020-04-29;0.02147288054716081;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8256129071228673;0.5925925925925926;0.13703703703703704;0.32222222222222224
65;2020-04-30;0.015269603944647686;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8267500837176783;0.4479166666666667;0.16145833333333334;0.3333333333333333
66;2020-05-01;0.017496421186575472;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.82911621242865;0.5;0.12727272727272726;0.35454545454545455
67;2020-05-02;0.015587720693494513;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8338090634584135;0.6785714285714286;0.14795918367346939;0.34183673469387754
68;2020-05-03;0.014633370446954033;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8402307601946385;0.5760869565217391;0.15217391304347827;0.3858695652173913
69;2020-05-04;0.01495148719580086;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.848830137426698;0.5585106382978723;0.20212765957446807;0.2925531914893617
70;2020-05-05;0.013997136949260379;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8587078082507956;0.625;0.21022727272727273;0.3522727272727273
71;2020-05-06;0.01853030062032766;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8690690127075431;0.51931330472103;0.15450643776824036;0.33905579399141633
72;2020-05-07;0.013281374264355019;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8788001886350976;0.6407185628742516;0.1497005988023952;0.3473053892215569
73;2020-05-08;0.012883728328296484;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.8892764543965893;0.6728395061728395;0.1728395061728395;0.3950617283950617
74;2020-05-09;0.010179735963098457;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.9020497720291583;0.4921875;0.1875;0.3828125
75;2020-05-10;0.013281374264355019;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.75;1.0;0.0;0.9195055129942321;0.5389221556886228;0.1437125748502994;0.33532934131736525
76;2020-05-11;0.01153173214569747;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9449748289244077;0.45517241379310347;0.22758620689655173;0.3724137931034483
77;2020-05-12;0.01566724988070622;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9759902803858596;0.5076142131979695;0.233502538071066;0.45685279187817257
78;2020-05-13;0.016462541752823287;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;1.0087045040056803;0.5410628019323671;0.22705314009661837;0.34299516908212563
79;2020-05-14;0.012963257515508192;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;1.0362100814561948;0.4539877300613497;0.26380368098159507;0.4171779141104294
80;2020-05-15;0.015110545570224272;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;1.051522320146169;0.42105263157894735;0.23157894736842105;0.4473684210526316
81;2020-05-16;0.019325592492444726;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;1.0515527707924415;0.49382716049382713;0.2757201646090535;0.39094650205761317
82;2020-05-17;0.013122315889931605;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;1.036020211366273;0.5393939393939394;0.21818181818181817;0.46060606060606063
83;2020-05-18;0.011611261332909177;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;1.0099937751936612;0.4931506849315068;0.22602739726027396;0.4726027397260274
84;2020-05-19;0.009702560839828216;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9800359697880519;0.4672131147540984;0.2459016393442623;0.47540983606557374
